ID;Name;FAR;UPCAT YEAR;Ucode;RE;RA;S;E;EP;P;PA;Designation;;Prev Test Center;No. of years
5134;;;2015;ECON;0;0;0;0;0;0;0;CW;1624;ECON;1
5135;;;2016;ENGG;0;0;0;0;0;0;0;CW;1624;ENGG;2
5136;;;2015;CMC;0;0;0;0;0;0;0;TE;1624;CMC;1
5137;;;2015;CSMATH;0;0;0;0;0;0;0;CW;1624;CSMATH;1
5138;;;2015;CSMATH;0;0;0;0;0;0;0;CW;1624;CSMATH;1
5139;;;2015;CSMATH;0;0;0;0;0;0;0;CW;1624;CSMATH;1
5140;;;;CSMATH;;;;;;;;CW;;CSMATH;
3876;;A;2016;CHE;0;0;0;0;3;4;0;P;1624;CHE;7
3875;;F;;ENGG;0;0;0;0;0;0;0;EP;;ENGG;0
3874;;A;2016;CHE;0;0;0;0;0;7;0;P;1624;CHE;7
3871;;F;2013;CSMATH;1;0;0;2;1;0;0;E;1624;CSMATH;4
3869;;A;2015;HRDO;0;0;0;0;0;6;0;P;1624;HRDO;6
3868;;F;2014;UP BAG;3;0;0;0;1;0;0;RE;1204;UP BAG;4
3867;;F;2010;UP BAG;0;0;0;0;1;0;0;EP;1624;UP BAG;1
3833;;F;2016;CAL;4;0;0;3;0;0;0;E;1624;CAL;7
3832;;F;;ENGG;0;0;0;0;0;0;0;EP;;ENGG;0
3831;;F;2010;ENGG;0;0;0;0;1;0;0;EP;1624;ENGG;1
3830;;A;2016;CSNIP;0;0;0;1;3;3;0;E;1624;CSNIP;7
3829;;F;2010;ENGG;0;0;0;1;0;0;0;E;1624;ENGG;1
3828;;A;2015;UPMLA;3;0;0;0;1;2;0;RE;0223;UPMLA;6
3827;;A;2016;UPMLA;0;0;0;0;0;7;0;P;1624;UPMLA;7
3826;;F;2013;UPIS;2;0;0;2;0;0;0;RE;0824;UPIS;4
3422;;F;2009;CSCHEM;0;0;0;3;0;0;0;RE;1624;CSCHEM;3
3421;;F;2015;UPIS;4;0;0;3;1;0;0;RE;0725;UPIS;8
3420;;A;2016;OSU;0;0;0;0;0;5;0;P;1624;OSU;5
3419;;F;2013;UPIS;3;0;0;3;1;0;0;RE;0621;UPIS;7
3418;;A;;CHE;0;0;0;0;0;0;0;;;CHE;0
3417;;F;2009;CSSP;0;0;0;1;1;0;0;E;1624;CSSP;2
3477;;F;2007;CSMATH;0;0;0;0;1;0;0;EP;1624;CSMATH;1
3476;;F;2007;CSMATH;0;0;0;1;0;0;0;E;1624;CSMATH;1
3467;;A;2013;UFS;0;0;0;0;0;0;1;PA;1624;UFS;1
3466;;A;;CMC;0;0;0;0;0;0;0;;;CMC;0
3465;;A;;CMC;0;0;0;0;0;0;0;;;CMC;0
3464;;F;2009;CAL;0;0;0;2;1;0;0;RE;1624;CAL;3
3463;;F;;CAL;0;0;0;0;0;0;0;;;CAL;0
3690;;F;2016;CHE;5;0;0;2;0;0;0;RE;1421;CHE;7
3689;;F;2010;ENGG;0;0;0;2;0;0;0;E;1624;ENGG;2
3460;;F;2007;CAL;0;0;0;0;1;0;0;EP;1624;CAL;1
3459;;A;;ARCH;0;0;0;0;0;0;0;;;ARCH;0
3458;;F;2008;EDUC;0;0;0;2;0;0;0;E;1624;EDUC;2
3457;;F;2007;UPIS;0;0;0;0;1;0;0;EP;1624;UPIS;1
3456;;R;2016;NISMED;2;0;0;2;1;0;0;E;1624;NISMED;5
3455;;A;;NISMED;0;0;0;0;0;0;0;;;NISMED;0
3825;;A;2015;SPMO-D;0;0;0;0;0;4;1;P;1624;SPMO-D;5
3824;;A;2013;AIT;0;0;0;0;0;4;0;P;1624;AIT;4
3823;;R;;CSNSRI;0;0;0;0;0;0;0;EP;;CSNSRI;0
3822;;F;2010;CSCHEM;0;0;0;0;1;0;0;EP;1624;CSCHEM;1
3821;;F;2015;CSSP;3;0;0;2;0;0;0;RE;0332;CSSP;5
3819;;A;2012;AIT;0;0;0;0;0;2;1;P;1624;AIT;3
3817;;F;2010;ENGG;0;0;0;1;0;0;0;E;1624;ENGG;1
3816;;;2012;MUSIC;0;0;0;0;0;3;0;P;1624;MUSIC;3
3815;;F;2011;CSCHEM;0;0;0;1;1;0;0;E;1624;CSCHEM;2
3814;;F;2011;CSCHEM;0;0;0;1;1;0;0;E;1624;CSCHEM;2
3813;;F;2010;CSCHEM;0;0;0;0;1;0;0;EP;1624;CSCHEM;1
3812;;F;2010;CSCHEM;0;0;0;0;1;0;0;EP;1624;CSCHEM;1
3811;;F;2012;CHE;1;0;0;2;0;0;0;RE;0206;CHE;3
3810;;F;2016;CHE;3;0;0;2;0;0;0;RE;0103;CHE;5
3809;;F;2010;CHE;0;0;0;1;0;0;0;E;1624;CHE;1
3808;;F;2011;CHE;0;0;0;2;0;0;0;E;1624;CHE;2
3807;;F;2011;CHE;0;0;0;1;0;0;0;E;1624;CHE;1
3806;;F;2012;CHE;0;0;0;3;0;0;0;E;1624;CHE;3
3805;;F;2010;CHE;0;0;0;1;0;0;0;E;1624;CHE;1
3804;;F;2016;CSSP;5;0;1;1;0;0;0;RE;0624;CSSP;7
3762;;;2014;SSB;0;0;0;0;0;0;0;A;1624;SSB;4
3761;;;2011;SSB;0;0;0;0;0;0;0;A;1624;SSB;3
3760;;;2015;CAL;0;0;0;0;0;0;0;CW;1624;CAL;4
3759;;;2009;;0;0;0;0;0;0;0;A;1624;;1
3758;;;2014;SSB;0;0;0;0;0;0;0;A;1624;SSB;6
3757;;;2016;SSB;0;0;0;0;0;0;0;A;1624;SSB;5
3756;;;2015;CSSP;0;0;0;0;0;0;0;A;1624;CSSP;7
3755;;;2009;SSB;0;0;0;0;0;0;0;TR;1624;SSB;1
3754;;;2016;ENGG;0;0;0;0;0;0;0;CW;1624;ENGG;3
3753;;;2009;;0;0;0;0;0;0;0;CW;1624;;1
3752;;;2015;CMC;0;0;0;0;0;0;0;CW;1624;CMC;6
3751;;;2016;OUR;0;0;0;0;0;0;0;A;1624;OUR;8
3750;;;2016;NCPAG;0;0;0;0;0;0;0;D;1624;NCPAG;7
3749;;;2009;;0;0;0;0;0;0;0;CW;1624;;1
3748;;;2014;SSB;0;0;0;0;0;0;0;A;1624;SSB;4
3747;;;2009;;0;0;0;0;0;0;0;TR;1624;;1
3746;;;2013;SSB;0;0;0;0;0;0;0;A;1624;SSB;4
3745;;;2011;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;3
3744;;;2014;SSB;0;0;0;0;0;0;0;A;1624;SSB;4
3743;;A;2010;CSCHEM;0;0;0;0;0;0;0;TE;1624;CSCHEM;2
3742;;;2014;SSB;0;0;0;0;0;0;0;A;1624;SSB;4
3741;;;2012;BO-DIL;0;0;0;0;0;1;0;P;1624;BO-DIL;3
3740;;R;2013;OADMS;0;0;0;1;0;2;0;P;1624;OADMS;4
3739;;;2016;CMO;0;0;0;0;0;0;0;A;1624;CMO;6
3738;;;2012;LAW;0;0;0;0;0;0;0;BA;1624;LAW;4
3737;;;2015;SOLAIR;0;0;0;0;0;0;0;CW;1624;SOLAIR;7
3736;;;2013;HEALTH;0;0;0;0;0;0;0;A;1624;HEALTH;3
3735;;;2009;SSB;0;0;0;0;0;0;0;TR;1624;SSB;1
3734;;;2015;LAWCMP;0;0;0;0;0;0;0;TE;1624;LAWCMP;3
3733;;;2009;;0;0;0;0;0;0;0;A;1624;;1
3732;;A;2010;CMC;0;0;0;0;0;1;0;P;1624;CMC;2
3731;;;2016;SSB;0;0;0;0;0;0;0;A;1624;SSB;6
3730;;F;2012;UPMLA;2;0;0;1;1;0;0;RE;1704;UPMLA;4
3729;;F;2016;CSSP;5;0;0;2;1;0;0;E;1624;CSSP;8
3728;;F;2011;UPIS;1;0;0;2;0;0;0;RE;1022;UPIS;3
3481;;F;2012;UPIS;3;0;0;3;0;0;0;RE;1121;UPIS;6
3480;;A;2007;CSSP;0;0;0;1;0;0;0;E;1624;CSSP;1
3437;;A;;CHE;0;0;0;0;0;0;0;;;CHE;0
3436;;A;;CHE;0;0;0;0;0;0;0;;;CHE;0
3574;;R;2009;CSNIMBB;0;0;0;0;1;1;0;EP;1624;CSNIMBB;2
3573;;;2014;SSB;0;0;0;0;0;0;0;A;1624;SSB;5
3572;;;2016;STAT;4;0;0;2;0;0;0;RE;0806;STAT;6
3571;;;2009;;0;0;0;0;0;0;0;CW;1624;;2
3570;;A;2016;MUSIC;0;0;0;1;4;2;0;E;1624;MUSIC;8
3563;;A;2012;CHE;0;0;0;0;0;3;0;P;1624;CHE;4
3562;;;2008;;0;0;0;0;0;0;0;A;1624;;1
3550;;;2008;;0;0;0;0;0;0;0;TR;1624;;1
3549;;;2008;;0;0;0;0;0;0;0;CW;1624;;1
3548;;;2009;;0;0;0;0;0;0;0;TR;1624;;2
3547;;F;2009;CSSP;0;0;0;2;0;0;0;E;1624;CSSP;2
3546;;;2016;SSB;0;0;0;0;0;0;0;A;1624;SSB;6
3545;;;2012;OADMS;0;0;0;0;0;0;0;C;1624;OADMS;5
3544;;A;2013;CSNSRI;0;0;0;0;1;3;0;P;1624;CSNSRI;5
3543;;A;2013;CSNIMBB;0;0;0;0;0;4;0;P;1624;CSNIMBB;5
3542;;;2014;;0;0;3;0;0;0;0;S;1624;;3
3541;;;2011;SSB;0;0;0;0;0;0;0;A;1624;SSB;3
3540;;;2014;SSB;0;0;0;0;0;0;0;A;1624;SSB;5
3539;;F;2015;UPLB;5;0;0;0;0;0;0;RE;0330;UPLB;5
3495;;A;2015;NCPAG;0;0;0;0;0;0;0;CW;1624;NCPAG;9
3494;;A;2015;NCPAG;0;0;0;0;0;0;0;CW;1624;NCPAG;9
3493;;A;2015;NCPAG;0;0;0;0;0;0;0;CW;1624;NCPAG;6
3492;;A;2012;NCPAG;0;0;0;0;0;0;0;CW;1624;NCPAG;6
3491;;A;2007;CMC;0;0;0;0;0;0;0;CW;1624;CMC;1
3490;;A;2007;CMC;0;0;0;0;0;0;0;CW;1624;CMC;1
3489;;A;;CBA;0;0;0;0;0;0;0;;;CBA;0
3488;;A;2015;CSNIGS;0;0;0;0;0;0;0;D;1624;CSNIGS;5
3592;;F;2010;CSCHEM;0;0;0;2;1;0;0;E;1624;CSCHEM;3
3591;;F;2011;CSMATH;0;0;0;4;0;0;0;E;1624;CSMATH;4
3590;;F;2008;CSNIMBB;0;0;0;1;0;0;0;E;1624;CSNIMBB;1
3462;;F;;UP BAG;0;0;0;0;0;0;0;;;UP BAG;0
3461;;F;2007;UP BAG;0;0;0;0;1;0;0;EP;1624;UP BAG;1
3727;;F;2009;CSSP;0;0;0;0;1;0;0;EP;1624;CSSP;1
3726;;F;2009;CSMATH;0;0;0;0;1;0;0;EP;1624;CSMATH;1
3725;;A;2009;NCPAG;0;0;0;0;1;0;0;EP;1624;NCPAG;1
3724;;F;2016;CSMATH;6;0;0;2;0;0;0;RE;1022;CSMATH;8
3723;;R;2013;CSMSI;0;0;0;2;1;0;0;E;1624;CSMSI;3
3722;;F;2010;ENGG;0;0;0;1;1;0;0;E;1624;ENGG;2
3721;;R;2013;CSMSI;0;0;0;3;1;0;0;E;1624;CSMSI;4
3718;;F;2014;CSMATH;2;0;0;2;1;0;0;RE;1228;CSMATH;5
3717;;;2014;UFS;0;0;1;0;0;1;0;S;1624;UFS;2
3716;;F;2009;ENGG;0;0;0;0;1;0;0;EP;1624;ENGG;1
3715;;A;2009;OVPA;0;0;0;0;0;1;0;P;1624;OVPA;1
3714;;F;2009;CSCHEM;0;0;0;0;1;0;0;EP;1624;CSCHEM;1
3712;;R;2009;NCPAG;0;0;0;0;1;0;0;EP;1624;NCPAG;1
3711;;F;2011;ant;1;0;0;2;0;0;0;RE;1302;ant;3
3710;;F;2012;CSCHEM;1;0;0;2;0;0;0;RE;0421;CSCHEM;3
3709;;F;2009;UPLB;0;0;0;0;1;0;0;EP;1624;UPLB;1
3699;;F;2011;CSNIMBB;0;0;0;2;0;0;0;E;1624;CSNIMBB;2
3698;;F;2009;UPLB;0;0;0;1;0;0;0;E;1624;UPLB;1
3696;;F;2010;ENGG;0;0;0;1;1;0;0;E;1624;ENGG;2
3695;;A;2011;OUR;0;0;0;0;0;3;0;P;1624;OUR;3
3692;;F;2014;UPIS;2;0;0;4;0;0;0;E;1624;UPIS;6
3691;;R;2015;CSSP;0;0;0;6;1;0;0;E;1624;CSSP;7
2185;;A;2016;OUR;0;0;0;0;0;9;6;PA;1624;OUR;17
2183;;F;2002;ENGG;0;0;0;3;0;0;0;E;1624;ENGG;3
2182;;A;2005;C CTR;4;0;0;2;0;0;0;RE;0122;C CTR;6
2181;;A;2016;OSSS;6;0;0;6;1;1;0;E;1624;OSSS;16
2180;;F;2003;CSSP;0;0;0;4;0;0;0;E;1624;CSSP;4
2179;;F;2003;CHE;0;0;0;4;0;0;0;E;1624;CHE;4
2178;;A;2014;UPMLA;0;0;0;0;0;13;0;P;1622;UPMLA;13
2177;;A;2013;OADMS;0;0;0;0;0;0;0;C;1624;OADMS;5
2175;;A;2004;C CTR;0;0;0;0;0;5;0;P;1624;C CTR;5
2173;;F;2000;UPIS;0;0;0;1;0;0;0;E;1624;UPIS;1
2172;;A;2003;SPMO;0;0;0;0;0;2;0;P;1624;SPMO;3
2171;;A;2007;CSNIGS;0;0;0;0;0;0;0;CW;1624;CSNIGS;5
2170;;R;2002;UPMLA;0;0;0;0;0;2;0;P;1624;UPMLA;2
2169;;;2004;UPIS;0;0;0;0;0;0;0;TE;1624;UPIS;4
2168;;A;2000;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;1
2167;;F;2001;CSSP;0;0;0;2;0;0;0;E;1624;CSSP;2
2166;;F;2001;CSSP;0;0;0;0;0;0;0;BA;1624;CSSP;2
2165;;A;2004;UPIS;0;0;0;0;0;0;0;CW;1624;UPIS;3
2164;;A;2001;NCPAG;0;0;0;0;0;0;0;A;1624;NCPAG;2
2163;;;2001;;0;0;0;0;0;0;0;CW;1624;;2
2162;;A;2000;CS;0;0;0;0;0;0;0;A;1624;CS;1
2161;;A;2000;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;1
2160;;A;2001;UPIS;0;0;0;0;0;0;0;CW;1624;UPIS;2
2159;;F;2004;EDUC;0;0;0;2;0;0;0;E;1624;EDUC;2
2158;;A;2000;M LIB;0;0;0;0;0;0;0;A;1624;M LIB;1
2157;;A;2000;CHE;0;0;0;0;0;0;0;A;1624;CHE;1
2156;;A;2000;UPMLA;0;0;0;0;0;0;0;A;1624;UPMLA;1
2155;;R;2004;OADMS;3;0;0;1;0;0;0;RE;0424;OADMS;4
2154;;;2003;LAWCMP;0;0;0;0;0;0;0;CW;1624;LAWCMP;4
2153;;A;2005;OVPPA;0;0;0;0;0;0;0;D;1624;OVPPA;4
2152;;A;2000;CSNIP;0;0;0;0;0;0;0;TE;1624;CSNIP;1
2151;;A;2015;LAWCMP;0;0;0;0;0;9;4;PA;1624;LAWCMP;15
2150;;A;2006;OSSS;0;0;0;0;0;2;0;P;1624;OSSS;4
2149;;A;2000;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;1
2148;;F;2003;ENGG;2;0;0;1;0;0;0;RE;1321;ENGG;3
2147;;A;2000;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;1
2146;;F;2016;CSSP;8;0;0;1;0;0;0;RE;0806;CSSP;9
2145;;A;2016;CS;0;0;0;0;1;3;1;P;1624;CS;7
2144;;A;2000;CSSP;0;0;0;0;0;0;0;CW;1624;CSSP;1
2143;;F;2002;UPLB;2;0;0;0;0;0;0;RE;0502;UPLB;2
2142;;;2001;;0;0;0;0;0;0;0;CW;1624;;2
2141;;A;2003;CSCHEM;0;0;0;0;0;0;0;CW;1624;CSCHEM;3
2140;;A;2003;LAWCMP;0;0;0;0;0;4;0;P;1624;LAWCMP;4
2139;;F;2004;UPLB;5;0;0;0;0;0;0;RE;0522;UPLB;5
2138;;;2002;DRIVER;0;0;0;0;0;0;0;D;1699;DRIVER;3
2137;;F;2002;CSSP;0;0;0;2;0;0;0;E;1624;CSSP;2
2136;;R;2002;UPMLA;0;0;0;1;0;2;0;E;1624;UPMLA;3
2135;;A;2001;CS;0;0;0;0;0;0;0;A;1624;CS;2
2134;;A;2007;OVCAA;0;0;0;0;0;0;0;D;1624;OVCAA;6
2132;;A;2000;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;1
2131;;F;2000;CSMATH;0;0;0;1;0;0;0;E;1624;CSMATH;1
2130;;;2000;;0;0;0;0;0;0;0;D;1699;;1
2129;;A;2016;M LIB;0;0;0;0;0;12;1;P;1624;M LIB;16
2128;;A;2001;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;2
2127;;A;2015;EDUC;0;0;0;0;0;9;4;PA;1624;EDUC;14
2126;;R;2006;UPMLA;0;0;0;7;0;0;0;E;1624;UPMLA;7
2125;;A;2007;M LIB;0;0;0;4;1;2;0;E;1624;M LIB;7
2123;;A;2004;CBO;0;0;0;3;0;1;0;E;1624;CBO;5
2122;;A;2015;CAL;0;0;0;0;0;0;0;CW;1624;CAL;12
2121;;F;2001;EDUC;0;0;0;2;0;0;0;E;1624;EDUC;2
2120;;F;2001;CSCHEM;1;0;0;1;0;0;0;RE;0404;CSCHEM;2
2119;;F;2002;UPIS;0;0;0;3;0;0;0;E;1624;UPIS;3
2118;;A;2002;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;2
2117;;A;2006;ECON;0;0;0;0;0;2;0;P;1624;ECON;4
2116;;A;2003;LAWCMP;0;0;0;0;0;0;0;CW;1624;LAWCMP;5
2115;;A;2016;CHE;0;0;0;0;0;9;7;PA;1624;CHE;17
2114;;R;2000;UPMLA;0;0;0;0;0;0;0;A;1624;UPMLA;1
2113;;;2000;;0;0;0;0;0;0;0;D;1699;;1
2112;;A;2000;LAWCMP;0;0;0;0;0;0;0;CW;1624;LAWCMP;1
2111;;A;2005;CSMATH;0;0;0;0;0;0;0;CW;1624;CSMATH;6
2110;;F;2001;ENGG;1;0;0;1;0;0;0;RE;1022;ENGG;2
2109;;A;2003;CSNIGS;0;0;0;0;0;0;0;CW;1624;CSNIGS;2
2108;;A;2013;CSNIP;0;0;0;0;0;0;0;TE;1624;CSNIP;2
2107;;A;2013;UPMLA;0;0;0;0;0;10;3;PA;1624;UPMLA;13
2106;;A;2015;CSSP;0;0;0;0;0;6;2;PA;1624;CSSP;12
2105;;A;2012;POLICE;0;0;0;0;0;0;0;C;1624;POLICE;8
2104;;F;2005;ENGG;5;0;0;1;0;0;0;RE;0332;ENGG;6
2103;;A;2015;HRDO;0;0;0;0;0;10;1;P;1624;HRDO;11
2102;;A;2006;CSCHEM;0;0;0;0;0;0;0;CW;1624;CSCHEM;6
2101;;F;2000;CSNIP;0;0;0;1;0;0;0;E;1624;CSNIP;1
2100;;A;2000;CHK;0;0;0;0;0;0;0;A;1624;CHK;1
2099;;;2003;CBA;0;0;0;0;0;0;0;CW;1624;CBA;4
2006;;A;2005;UPMLA;0;0;0;0;0;3;0;P;1624;UPMLA;3
2005;;F;2005;CSSP;4;0;0;1;0;0;0;RE;1407;CSSP;5
2004;;A;1999;;0;0;0;0;0;0;0;CW;1624;;1
2003;;A;2001;OVCCA;0;0;0;0;0;0;0;D;1699;OVCCA;3
2002;;A;2016;LAWCMP;0;0;0;0;0;0;0;TE;1624;LAWCMP;18
2001;;A;1999;;0;0;0;0;0;0;0;CW;1624;;1
2000;;F;2001;ENGG;2;0;0;1;0;0;0;RE;1405;ENGG;3
1998;;F;2001;ENGG;2;0;0;1;0;0;0;RE;0801;ENGG;3
1997;;R;2004;UGNAYAN;5;0;0;1;0;0;0;RE;0326;UGNAYAN;6
1996;;A;2016;ACCTG-D;0;0;0;0;0;13;0;P;1624;ACCTG-D;13
1995;;F;2000;CSNIP;1;0;0;1;0;0;0;RE;0401;CSNIP;2
1994;;A;1999;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
3454;;A;;NISMED;0;0;0;0;0;0;0;;;NISMED;0
3453;;R;;NEC;0;0;0;0;0;0;0;;;NEC;0
3452;;;2016;OSU;0;0;0;0;0;0;0;A;1624;OSU;9
3451;;A;2007;OADMS;0;0;0;0;0;1;0;P;1624;OADMS;1
3450;;A;2016;OADMS;0;4;0;0;0;3;2;PA;1624;OADMS;10
3449;;A;2015;OADMS;0;0;0;0;0;0;0;C;1624;OADMS;9
3448;;A;2011;OUR;0;0;0;0;0;1;0;P;1624;OUR;3
3447;;A;2011;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;2
3446;;F;2007;UP BAG;0;0;0;1;0;0;0;E;1624;UP BAG;1
3445;;R;;CSNSRI;0;0;0;0;0;0;0;;;CSNSRI;0
3444;;R;;CSNSRI;0;0;0;0;0;0;0;;;CSNSRI;0
3443;;A;2014;UPIS;0;0;0;0;0;3;0;P;1624;UPIS;3
3442;;A;;ACCTG-D;0;0;0;0;0;0;0;;;ACCTG-D;0
3441;;A;2010;ACCTG-D;0;0;0;0;0;1;0;P;1624;ACCTG-D;1
3440;;A;2010;ACCTG-D;0;0;0;0;0;0;1;PA;1624;ACCTG-D;1
3439;;A;;ACCTG-D;0;0;0;0;0;0;0;;;ACCTG-D;0
3438;;A;;CHE;0;0;0;0;0;0;0;;;CHE;0
3538;;A;2015;HEALTH;0;0;2;0;0;0;0;S;1624;HEALTH;2
3536;;A;2007;HEALTH;0;0;2;0;0;0;0;S;1624;HEALTH;2
3535;;A;2007;CMO;0;0;0;0;0;0;0;CW;1624;CMO;1
3534;;A;2007;UPMLA;0;0;0;0;0;0;0;D;1624;UPMLA;1
3533;;A;2011;CHE;0;0;0;0;0;0;0;D;1624;CHE;4
3416;;R;;CSNSRI;0;0;0;0;0;0;0;;;CSNSRI;0
3415;;R;;CSNSRI;0;0;0;0;0;0;0;;;CSNSRI;0
3414;;F;2012;CSSP;1;0;0;3;1;0;0;E;1624;CSSP;5
3413;;F;2008;CSSP;0;0;0;0;1;0;0;EP;1624;CSSP;1
3412;;F;;CSSP;0;0;0;0;0;0;0;;;CSSP;0
3356;;R;2014;NEC;0;0;0;0;1;0;0;EP;1624;NEC;1
3355;;A;;OC;0;0;0;0;0;0;0;;;OC;0
3354;;A;2014;UPMLA;0;0;0;0;0;1;0;P;1622;UPMLA;1
3353;;A;;M LIB;0;0;0;0;0;0;0;;;M LIB;0
3335;;A;2007;ARCH;0;0;0;0;0;0;0;A;1624;ARCH;2
3334;;F;2009;UPIS;0;0;0;2;1;0;0;RE;1624;UPIS;3
3333;;F;2006;UPIS;0;0;0;0;1;0;0;EP;1624;UPIS;1
3332;;A;;SPMO-D;0;0;0;0;0;0;0;;;SPMO-D;0
3331;;A;;SPMO-D;0;0;0;0;0;0;0;;;SPMO-D;0
3330;;A;;PRESS;0;0;0;0;0;0;0;;;PRESS;0
3329;;F;2009;CSCHEM;0;0;0;1;1;0;0;E;1624;CSCHEM;2
3328;;F;2007;CSCHEM;0;0;0;1;1;0;0;E;1624;CSCHEM;2
3327;;F;2015;UPIS;1;0;0;9;0;0;0;E;1624;UPIS;10
3326;;F;2008;UPIS;0;0;0;3;0;0;0;E;1624;UPIS;3
3325;;F;2006;UPIS;0;0;0;0;1;0;0;EP;1624;UPIS;1
3324;;F;2008;CSCHEM;0;0;0;2;1;0;0;E;1624;CSCHEM;3
3323;;F;2011;CSCHEM;2;0;0;4;0;0;0;RE;1405;CSCHEM;6
3322;;A;;CSSP;0;0;0;0;0;0;0;;;CSSP;0
3321;;A;2007;HRDO;0;0;0;0;0;0;0;A;1624;HRDO;2
3320;;A;2015;NCPAG;0;0;0;0;0;4;1;PA;1624;NCPAG;7
3319;;F;2006;CSWCD;0;0;0;1;0;0;0;E;1624;CSWCD;1
3318;;A;;CSWCD;0;0;0;0;0;0;0;;;CSWCD;0
3317;;A;2015;ENGG;0;0;0;0;0;1;0;P;1624;ENGG;2
3316;;F;2006;CFA;0;0;0;1;0;0;0;E;1624;CFA;1
3315;;A;2006;HRDO;0;0;0;0;0;0;0;A;1624;HRDO;1
3314;;A;2007;OVCA;0;0;0;0;0;0;0;A;1624;OVCA;2
3313;;A;;LEGAL;0;0;0;0;0;0;0;;;LEGAL;0
3312;;A;;LEGAL;0;0;0;0;0;0;0;;;LEGAL;0
3311;;A;2011;UPMLA;0;0;0;0;0;2;0;P;1624;UPMLA;4
3310;;A;2008;UPMLA;0;0;0;0;0;1;0;P;1624;UPMLA;3
3309;;F;2008;CSCHEM;0;0;0;2;1;0;0;E;1624;CSCHEM;3
3308;;A;2016;M LIB;1;0;0;2;4;1;0;E;1624;M LIB;10
3307;;A;2007;HRDO;0;0;0;0;0;0;0;A;1624;HRDO;2
3306;;F;2007;CSCHEM;0;0;0;1;1;0;0;E;1624;CSCHEM;2
3305;;A;2016;STAT;0;0;0;0;0;7;1;P;1624;STAT;9
3304;;A;;UPMLA;0;0;0;0;0;0;0;;;UPMLA;0
3303;;A;2015;UPMLA;0;0;0;0;0;5;0;P;1622;UPMLA;7
3302;;A;2015;UPMLA;0;0;0;0;0;1;0;BA;1622;UPMLA;4
3301;;A;;CSNSRI;0;0;0;0;0;0;0;;;CSNSRI;0
3300;;F;;ENGG;0;0;0;0;0;0;0;;;ENGG;0
3299;;F;2006;CSMATH;0;0;0;0;1;0;0;EP;1624;CSMATH;1
3298;;F;2006;CSWCD;0;0;0;1;0;0;0;E;1624;CSWCD;1
3297;;F;;CBA;0;0;0;0;0;0;0;;;CBA;0
3296;;F;2007;CSMATH;0;0;0;0;1;0;0;EP;1624;CSMATH;1
3295;;F;;CFA;0;0;0;0;0;0;0;;;CFA;0
3294;;F;2008;STAT;1;0;0;2;0;0;0;RE;207;STAT;3
3293;;A;2006;CS;0;0;0;0;0;0;0;A;1624;CS;1
3292;;A;2013;HRDO;0;0;0;0;0;4;0;P;1624;HRDO;4
3291;;;2016;CMC;0;0;0;1;2;5;0;E;1624;CMC;9
3290;;A;2014;STAT;0;0;0;0;0;5;0;P;1624;STAT;7
3289;;F;2010;CAL;0;0;0;3;0;0;0;E;1624;CAL;3
3288;;F;2011;CAL;1;0;0;3;1;0;0;RE;1304;CAL;5
3287;;F;2011;CAL;4;0;0;2;0;0;0;RE;0526;CAL;6
3286;;F;2015;CAL;0;0;0;6;1;0;0;E;1624;CAL;7
1707;;A;2004;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;6
1706;;F;1998;CSNIP;1;0;0;0;0;0;0;RE;0728;CSNIP;1
1705;;;1998;CSNIP;0;0;0;0;0;0;0;CW;1624;CSNIP;1
1704;;F;1999;CSSP;0;0;0;2;0;0;0;E;1624;CSSP;2
1703;;A;2016;NCPAG;0;0;0;0;0;10;8;PA;1624;NCPAG;19
1702;;A;2004;POLICE;0;0;0;0;0;0;0;TR;1699;POLICE;4
1701;;A;1999;;0;0;0;0;0;0;0;CW;1624;;2
1700;;A;2014;CSBIO;0;0;0;0;0;0;0;BA;1624;CSBIO;4
1699;;A;2016;POLICE;0;0;0;0;0;0;0;A;1624;POLICE;15
1697;;A;2005;ACCTG-D;0;0;0;0;0;4;0;P;1624;ACCTG-D;5
1696;;F;1997;CAL;0;0;0;1;0;0;0;E;1624;CAL;1
1695;;A;1998;POLICE;0;0;0;0;0;0;0;TR;1624;POLICE;2
1694;;A;1997;CSNIGS;0;0;0;0;0;0;0;CW;1624;CSNIGS;1
1693;;A;2004;POLICE;0;0;0;0;0;0;0;TR;1699;POLICE;3
1692;;F;1998;CSMATH;0;0;0;2;0;0;0;E;1624;CSMATH;2
1691;;;2003;CSBIO;0;0;0;0;0;0;0;CW;1624;CSBIO;7
1690;;F;2011;CSBIO;12;0;0;2;0;0;0;E;1624;CSBIO;14
1689;;A;1997;OUR;0;0;1;0;0;0;0;SP;1624;OUR;1
1688;;A;2011;POLICE;0;0;0;0;0;0;0;A;1624;POLICE;11
